Product Type,Manufacturer name,Manufacturer shipping cost,Manufacturer shipping time,Manufacturer transport mode,Manufacturer routes ,Manufacturer destinations,Product ID,Manufacturer cost,Manufacturer defect rates
Phone,Manufacturer 3,5.68,5,road,Route 15,Distributor 3,65046fa2fc13ae02b6fd5a92,133,0.4
Laptop,Manufacturer 1,6.39,2,rail,Route 12,Distributor 3,65046fa2fc13ae02b6fd5a93,470,0.8
Tablet,Manufacturer 3,8.77,1,air,Route 12,Distributor 3,65046fa2fc13ae02b6fd5a94,165,0.5
Phone,Manufacturer 3,3.1,6,air,Route 11,Distributor 4,65046fa2fc13ae02b6fd5a95,133,0.4
Laptop,Manufacturer 1,6.01,4,rail,Route 11,Distributor 1,65046fa2fc13ae02b6fd5a96,470,0.8
Tablet,Manufacturer 1,8.07,10,sea,Route 13,Distributor 3,65046fa2fc13ae02b6fd5a97,160,0.1
Phone,Manufacturer 2,3.43,6,road,Route 11,Distributor 2,65046fa2fc13ae02b6fd5a98,120,0.3
Laptop,Manufacturer 1,9.15,11,road,Route 12,Distributor 1,65046fa2fc13ae02b6fd5a99,470,0.8
Tablet,Manufacturer 3,7.17,5,rail,Route 11,Distributor 1,65046fa2fc13ae02b6fd5a9a,165,0.5
Phone,Manufacturer 2,7.63,7,air,Route 11,Distributor 3,65046fa2fc13ae02b6fd5a9b,120,0.3
Laptop,Manufacturer 2,7.99,7,road,Route 12,Distributor 2,65046fa2fc13ae02b6fd5a9c,400,0.1
Tablet,Manufacturer 3,3.82,11,sea,Route 14,Distributor 4,65046fa2fc13ae02b6fd5a9d,165,0.5
Phone,Manufacturer 1,4.82,8,air,Route 13,Distributor 3,65046fa2fc13ae02b6fd5a9e,100,0.6
Laptop,Manufacturer 3,7.02,5,air,Route 16,Distributor 1,65046fa2fc13ae02b6fd5a9f,480,0.4
Tablet,Manufacturer 2,4.71,10,road,Route 15,Distributor 1,65046fa2fc13ae02b6fd5aa0,170,1.0
Phone,Manufacturer 3,9.55,2,sea,Route 13,Distributor 2,65046fa2fc13ae02b6fd5aa1,133,0.4
Laptop,Manufacturer 3,6.5,4,rail,Route 11,Distributor 2,65046fa2fc13ae02b6fd5aa2,480,0.4
Tablet,Manufacturer 3,5.58,2,road,Route 11,Distributor 1,65046fa2fc13ae02b6fd5aa3,165,0.5
Phone,Manufacturer 1,3.27,5,rail,Route 12,Distributor 1,65046fa2fc13ae02b6fd5aa4,100,0.6
Laptop,Manufacturer 1,7.0,6,road,Route 11,Distributor 4,65046fa2fc13ae02b6fd5aa5,470,0.8
Tablet,Manufacturer 2,9.51,4,road,Route 11,Distributor 3,65046fa2fc13ae02b6fd5aa6,170,1.0
Phone,Manufacturer 2,8.7,8,air,Route 11,Distributor 4,65046fa2fc13ae02b6fd5aa7,120,0.3
Laptop,Manufacturer 1,3.7,6,road,Route 12,Distributor 3,65046fa2fc13ae02b6fd5aa8,470,0.8
Tablet,Manufacturer 1,9.91,5,road,Route 12,Distributor 4,65046fa2fc13ae02b6fd5aa9,160,0.1
Phone,Manufacturer 1,9.99,12,rail,Route 15,Distributor 4,65046fa2fc13ae02b6fd5aaa,100,0.6
Laptop,Manufacturer 1,8.72,8,sea,Route 16,Distributor 1,65046fa2fc13ae02b6fd5aab,470,0.8
Tablet,Manufacturer 1,5.44,11,sea,Route 16,Distributor 4,65046fa2fc13ae02b6fd5aac,160,0.1
Phone,Manufacturer 2,5.39,2,sea,Route 16,Distributor 3,65046fa2fc13ae02b6fd5aad,120,0.3
Laptop,Manufacturer 2,4.8,11,air,Route 12,Distributor 4,65046fa2fc13ae02b6fd5aae,400,0.1
Tablet,Manufacturer 3,8.86,7,road,Route 12,Distributor 2,65046fa2fc13ae02b6fd5aaf,165,0.5
Phone,Manufacturer 3,5.35,1,air,Route 11,Distributor 1,65046fa2fc13ae02b6fd5ab0,133,0.4
Laptop,Manufacturer 1,8.54,8,air,Route 16,Distributor 1,65046fa2fc13ae02b6fd5ab1,470,0.8
Tablet,Manufacturer 1,5.72,3,air,Route 11,Distributor 1,65046fa2fc13ae02b6fd5ab2,160,0.1
Phone,Manufacturer 2,5.41,7,rail,Route 11,Distributor 4,65046fa2fc13ae02b6fd5ab3,120,0.3
Laptop,Manufacturer 3,9.35,4,rail,Route 11,Distributor 3,65046fa2fc13ae02b6fd5ab4,480,0.4
Tablet,Manufacturer 1,7.79,12,road,Route 11,Distributor 4,65046fa2fc13ae02b6fd5ab5,160,0.1
Phone,Manufacturer 3,9.26,5,air,Route 12,Distributor 2,65046fa2fc13ae02b6fd5ab6,133,0.4
Laptop,Manufacturer 2,5.38,6,rail,Route 12,Distributor 3,65046fa2fc13ae02b6fd5ab7,400,0.1
Tablet,Manufacturer 3,9.82,2,rail,Route 15,Distributor 2,65046fa2fc13ae02b6fd5ab8,165,0.5
Phone,Manufacturer 1,3.54,1,air,Route 13,Distributor 3,65046fa2fc13ae02b6fd5ab9,100,0.6
Laptop,Manufacturer 1,3.49,4,air,Route 11,Distributor 4,65046fa2fc13ae02b6fd5aba,470,0.8
Tablet,Manufacturer 3,4.75,12,air,Route 11,Distributor 4,65046fa2fc13ae02b6fd5abb,165,0.5
Phone,Manufacturer 2,9.66,1,rail,Route 12,Distributor 3,65046fa2fc13ae02b6fd5abc,120,0.3
Laptop,Manufacturer 3,3.63,11,road,Route 15,Distributor 2,65046fa2fc13ae02b6fd5abd,480,0.4
Tablet,Manufacturer 2,5.83,12,rail,Route 12,Distributor 2,65046fa2fc13ae02b6fd5abe,170,1.0
Phone,Manufacturer 1,8.6,4,sea,Route 14,Distributor 2,65046fa2fc13ae02b6fd5abf,100,0.6
Laptop,Manufacturer 2,8.5,8,sea,Route 14,Distributor 1,65046fa2fc13ae02b6fd5ac0,400,0.1
Tablet,Manufacturer 2,6.13,4,road,Route 11,Distributor 4,65046fa2fc13ae02b6fd5ac1,170,1.0
Phone,Manufacturer 2,9.45,5,sea,Route 14,Distributor 2,65046fa2fc13ae02b6fd5ac2,120,0.3
Laptop,Manufacturer 3,5.9,10,road,Route 15,Distributor 2,65046fa2fc13ae02b6fd5ac3,480,0.4
Tablet,Manufacturer 1,4.17,4,air,Route 13,Distributor 2,65046fa2fc13ae02b6fd5ac4,160,0.1
Phone,Manufacturer 1,4.26,3,air,Route 11,Distributor 4,65046fa2fc13ae02b6fd5ac5,100,0.6
Laptop,Manufacturer 2,4.27,8,sea,Route 16,Distributor 3,65046fa2fc13ae02b6fd5ac6,400,0.1
Tablet,Manufacturer 1,6.93,8,rail,Route 11,Distributor 4,65046fa2fc13ae02b6fd5ac7,160,0.1
Phone,Manufacturer 2,8.28,11,rail,Route 15,Distributor 4,65046fa2fc13ae02b6fd5ac8,120,0.3
Laptop,Manufacturer 2,8.1,11,sea,Route 13,Distributor 2,65046fa2fc13ae02b6fd5ac9,400,0.1
Tablet,Manufacturer 3,3.59,6,rail,Route 15,Distributor 3,65046fa2fc13ae02b6fd5aca,165,0.5
Phone,Manufacturer 2,9.17,6,road,Route 12,Distributor 2,65046fa2fc13ae02b6fd5acb,120,0.3
Laptop,Manufacturer 1,5.04,3,sea,Route 13,Distributor 4,65046fa2fc13ae02b6fd5acc,470,0.8
Tablet,Manufacturer 3,7.81,5,air,Route 12,Distributor 2,65046fa2fc13ae02b6fd5acd,165,0.5
Phone,Manufacturer 2,8.93,6,road,Route 12,Distributor 1,65046fa2fc13ae02b6fd5ace,120,0.3
Laptop,Manufacturer 2,9.46,3,road,Route 15,Distributor 3,65046fa2fc13ae02b6fd5acf,400,0.1
Tablet,Manufacturer 1,5.18,2,sea,Route 13,Distributor 2,65046fa2fc13ae02b6fd5ad0,160,0.1
Phone,Manufacturer 1,3.16,7,sea,Route 16,Distributor 4,65046fa2fc13ae02b6fd5ad1,100,0.6
Laptop,Manufacturer 1,3.25,2,road,Route 12,Distributor 3,65046fa2fc13ae02b6fd5ad2,470,0.8
Tablet,Manufacturer 2,3.96,2,rail,Route 12,Distributor 2,65046fa2fc13ae02b6fd5ad3,170,1.0
Phone,Manufacturer 3,6.65,5,road,Route 12,Distributor 2,65046fa2fc13ae02b6fd5ad4,133,0.4
Laptop,Manufacturer 3,4.74,4,rail,Route 12,Distributor 3,65046fa2fc13ae02b6fd5ad5,480,0.4
Tablet,Manufacturer 3,7.27,10,rail,Route 12,Distributor 1,65046fa2fc13ae02b6fd5ad6,165,0.5
Phone,Manufacturer 2,4.29,2,air,Route 12,Distributor 1,65046fa2fc13ae02b6fd5ad7,120,0.3
Laptop,Manufacturer 3,5.44,1,road,Route 12,Distributor 1,65046fa2fc13ae02b6fd5ad8,480,0.4
Tablet,Manufacturer 2,6.35,8,air,Route 13,Distributor 3,65046fa2fc13ae02b6fd5ad9,170,1.0
Phone,Manufacturer 2,9.07,7,rail,Route 11,Distributor 3,65046fa2fc13ae02b6fd5ada,120,0.3
Laptop,Manufacturer 1,8.29,2,rail,Route 15,Distributor 3,65046fa2fc13ae02b6fd5adb,470,0.8
Tablet,Manufacturer 2,8.45,10,sea,Route 14,Distributor 2,65046fa2fc13ae02b6fd5adc,170,1.0
Phone,Manufacturer 3,8.21,5,road,Route 12,Distributor 2,65046fa2fc13ae02b6fd5add,133,0.4
Laptop,Manufacturer 3,3.46,3,sea,Route 14,Distributor 4,65046fa2fc13ae02b6fd5ade,480,0.4
Tablet,Manufacturer 3,4.15,10,rail,Route 11,Distributor 4,65046fa2fc13ae02b6fd5adf,165,0.5
Phone,Manufacturer 1,6.95,3,air,Route 13,Distributor 4,65046fa2fc13ae02b6fd5ae0,100,0.6
Laptop,Manufacturer 1,5.44,10,road,Route 11,Distributor 1,65046fa2fc13ae02b6fd5ae1,470,0.8
Tablet,Manufacturer 1,6.21,2,road,Route 11,Distributor 4,65046fa2fc13ae02b6fd5ae2,160,0.1
Phone,Manufacturer 3,4.79,7,rail,Route 11,Distributor 1,65046fa2fc13ae02b6fd5ae3,133,0.4
Laptop,Manufacturer 3,8.73,7,sea,Route 16,Distributor 1,65046fa2fc13ae02b6fd5ae4,480,0.4
Tablet,Manufacturer 2,9.69,4,road,Route 11,Distributor 4,65046fa2fc13ae02b6fd5ae5,170,1.0
Phone,Manufacturer 2,3.63,11,road,Route 12,Distributor 3,65046fa2fc13ae02b6fd5ae6,120,0.3
Laptop,Manufacturer 3,4.47,11,sea,Route 13,Distributor 3,65046fa2fc13ae02b6fd5ae7,480,0.4
Tablet,Manufacturer 3,5.36,1,road,Route 15,Distributor 3,65046fa2fc13ae02b6fd5ae8,165,0.5
Phone,Manufacturer 1,4.63,2,road,Route 15,Distributor 4,65046fa2fc13ae02b6fd5ae9,100,0.6
Laptop,Manufacturer 2,7.92,7,road,Route 15,Distributor 3,65046fa2fc13ae02b6fd5aea,400,0.1
Tablet,Manufacturer 2,7.98,5,rail,Route 15,Distributor 4,65046fa2fc13ae02b6fd5aeb,170,1.0
Phone,Manufacturer 2,6.92,11,air,Route 11,Distributor 3,65046fa2fc13ae02b6fd5aec,120,0.3
Laptop,Manufacturer 2,7.82,9,air,Route 11,Distributor 3,65046fa2fc13ae02b6fd5aed,400,0.1
Tablet,Manufacturer 2,9.29,11,air,Route 11,Distributor 2,65046fa2fc13ae02b6fd5aee,170,1.0
Phone,Manufacturer 1,6.84,9,sea,Route 13,Distributor 2,65046fa2fc13ae02b6fd5aef,100,0.6
Laptop,Manufacturer 2,6.59,11,sea,Route 16,Distributor 3,65046fa2fc13ae02b6fd5af0,400,0.1
Tablet,Manufacturer 3,8.42,11,rail,Route 12,Distributor 2,65046fa2fc13ae02b6fd5af1,165,0.5
Phone,Manufacturer 1,3.83,4,rail,Route 15,Distributor 1,65046fa2fc13ae02b6fd5af2,100,0.6
Laptop,Manufacturer 2,5.23,2,road,Route 12,Distributor 2,65046fa2fc13ae02b6fd5af3,400,0.1
Tablet,Manufacturer 2,3.51,2,road,Route 11,Distributor 3,65046fa2fc13ae02b6fd5af4,170,1.0
Phone,Manufacturer 1,7.26,9,air,Route 12,Distributor 4,65046fa2fc13ae02b6fd5af5,100,0.6
Laptop,Manufacturer 2,5.36,4,air,Route 11,Distributor 4,65046fa2fc13ae02b6fd5af6,400,0.1
Tablet,Manufacturer 1,3.0,4,rail,Route 11,Distributor 1,65046fa2fc13ae02b6fd5af7,160,0.1
Phone,Manufacturer 1,5.81,9,road,Route 12,Distributor 2,65046fa2fc13ae02b6fd5af8,100,0.6
Laptop,Manufacturer 2,7.08,4,sea,Route 14,Distributor 1,65046fa2fc13ae02b6fd5af9,400,0.1
Tablet,Manufacturer 3,5.51,2,road,Route 11,Distributor 4,65046fa2fc13ae02b6fd5afa,165,0.5
Phone,Manufacturer 3,6.93,6,air,Route 12,Distributor 4,65046fa2fc13ae02b6fd5afb,133,0.4
Laptop,Manufacturer 1,9.3,3,air,Route 13,Distributor 4,65046fa2fc13ae02b6fd5afc,470,0.8
Tablet,Manufacturer 1,8.72,8,rail,Route 12,Distributor 2,65046fa2fc13ae02b6fd5afd,160,0.1
Phone,Manufacturer 3,7.09,10,road,Route 11,Distributor 3,65046fa2fc13ae02b6fd5afe,133,0.4
Laptop,Manufacturer 3,6.33,5,air,Route 12,Distributor 2,65046fa2fc13ae02b6fd5aff,480,0.4
Tablet,Manufacturer 2,6.13,8,sea,Route 16,Distributor 2,65046fa2fc13ae02b6fd5b00,170,1.0
Phone,Manufacturer 1,9.94,12,rail,Route 12,Distributor 4,65046fa2fc13ae02b6fd5b01,100,0.6
Laptop,Manufacturer 2,3.46,3,rail,Route 15,Distributor 1,65046fa2fc13ae02b6fd5b02,400,0.1
Tablet,Manufacturer 3,7.1,2,road,Route 11,Distributor 2,65046fa2fc13ae02b6fd5b03,165,0.5
Phone,Manufacturer 3,6.57,8,sea,Route 14,Distributor 4,65046fa2fc13ae02b6fd5b04,133,0.4
Laptop,Manufacturer 1,4.71,10,road,Route 15,Distributor 2,65046fa2fc13ae02b6fd5b05,470,0.8
Tablet,Manufacturer 2,5.36,11,sea,Route 16,Distributor 2,65046fa2fc13ae02b6fd5b06,170,1.0
Phone,Manufacturer 2,5.77,8,sea,Route 16,Distributor 3,65046fa2fc13ae02b6fd5b07,120,0.3
Laptop,Manufacturer 3,3.6,6,road,Route 15,Distributor 4,65046fa2fc13ae02b6fd5b08,480,0.4
Tablet,Manufacturer 3,9.63,12,road,Route 15,Distributor 4,65046fa2fc13ae02b6fd5b09,165,0.5
Phone,Manufacturer 3,6.3,11,rail,Route 12,Distributor 1,65046fa2fc13ae02b6fd5b0a,133,0.4
Laptop,Manufacturer 3,9.25,5,sea,Route 14,Distributor 3,65046fa2fc13ae02b6fd5b0b,480,0.4
Tablet,Manufacturer 1,5.61,2,sea,Route 13,Distributor 4,65046fa2fc13ae02b6fd5b0c,160,0.1
Phone,Manufacturer 2,5.24,6,air,Route 13,Distributor 1,65046fa2fc13ae02b6fd5b0d,120,0.3
Laptop,Manufacturer 2,8.69,7,rail,Route 11,Distributor 4,65046fa2fc13ae02b6fd5b0e,400,0.1
Tablet,Manufacturer 2,3.8,10,road,Route 12,Distributor 4,65046fa2fc13ae02b6fd5b0f,170,1.0
Phone,Manufacturer 1,8.09,4,sea,Route 14,Distributor 3,65046fa2fc13ae02b6fd5b10,100,0.6
Laptop,Manufacturer 2,7.01,4,air,Route 13,Distributor 2,65046fa2fc13ae02b6fd5b11,400,0.1
Tablet,Manufacturer 3,4.35,4,air,Route 12,Distributor 2,65046fa2fc13ae02b6fd5b12,165,0.5
Phone,Manufacturer 2,5.69,4,road,Route 12,Distributor 1,65046fa2fc13ae02b6fd5b13,120,0.3
Laptop,Manufacturer 3,7.25,4,sea,Route 16,Distributor 1,65046fa2fc13ae02b6fd5b14,480,0.4
Tablet,Manufacturer 1,9.87,2,road,Route 11,Distributor 2,65046fa2fc13ae02b6fd5b15,160,0.1
Phone,Manufacturer 3,9.72,2,air,Route 12,Distributor 3,65046fa2fc13ae02b6fd5b16,133,0.4
Laptop,Manufacturer 2,7.87,7,road,Route 12,Distributor 2,65046fa2fc13ae02b6fd5b17,400,0.1
Tablet,Manufacturer 2,5.43,3,rail,Route 11,Distributor 2,65046fa2fc13ae02b6fd5b18,170,1.0
Phone,Manufacturer 2,3.58,9,sea,Route 13,Distributor 3,65046fa2fc13ae02b6fd5b19,120,0.3
Laptop,Manufacturer 1,6.51,2,air,Route 11,Distributor 1,65046fa2fc13ae02b6fd5b1a,470,0.8
Tablet,Manufacturer 3,7.6,4,road,Route 12,Distributor 2,65046fa2fc13ae02b6fd5b1b,165,0.5
Phone,Manufacturer 3,7.87,3,sea,Route 14,Distributor 4,65046fa2fc13ae02b6fd5b1c,133,0.4
Laptop,Manufacturer 3,8.31,10,air,Route 16,Distributor 2,65046fa2fc13ae02b6fd5b1d,480,0.4
Tablet,Manufacturer 2,9.61,12,sea,Route 16,Distributor 3,65046fa2fc13ae02b6fd5b1e,170,1.0
Phone,Manufacturer 1,9.71,2,sea,Route 13,Distributor 2,65046fa2fc13ae02b6fd5b1f,100,0.6
Laptop,Manufacturer 2,4.8,1,air,Route 13,Distributor 1,65046fa2fc13ae02b6fd5b20,400,0.1
Tablet,Manufacturer 2,9.51,7,road,Route 11,Distributor 4,65046fa2fc13ae02b6fd5b21,170,1.0
Phone,Manufacturer 2,8.29,4,air,Route 12,Distributor 4,65046fa2fc13ae02b6fd5b22,120,0.3
Laptop,Manufacturer 1,7.53,8,rail,Route 11,Distributor 3,65046fa2fc13ae02b6fd5b23,470,0.8
Tablet,Manufacturer 3,9.3,9,air,Route 13,Distributor 2,65046fa2fc13ae02b6fd5b24,165,0.5
Phone,Manufacturer 3,8.02,3,air,Route 11,Distributor 1,65046fa2fc13ae02b6fd5b25,133,0.4
Laptop,Manufacturer 3,7.48,5,road,Route 11,Distributor 3,65046fa2fc13ae02b6fd5b26,480,0.4
Tablet,Manufacturer 3,8.51,1,rail,Route 11,Distributor 1,65046fa2fc13ae02b6fd5b27,165,0.5
Phone,Manufacturer 1,9.54,11,air,Route 13,Distributor 3,65046fa2fc13ae02b6fd5b28,100,0.6
Laptop,Manufacturer 1,5.6,5,road,Route 15,Distributor 4,65046fa2fc13ae02b6fd5b29,470,0.8
Tablet,Manufacturer 2,9.23,8,road,Route 15,Distributor 3,65046fa2fc13ae02b6fd5b2a,170,1.0
Phone,Manufacturer 3,7.7,5,road,Route 15,Distributor 4,65046fa2fc13ae02b6fd5b2b,133,0.4
Laptop,Manufacturer 3,5.27,1,sea,Route 14,Distributor 2,65046fa2fc13ae02b6fd5b2c,480,0.4
Tablet,Manufacturer 3,8.06,7,road,Route 15,Distributor 1,65046fa2fc13ae02b6fd5b2d,165,0.5
Phone,Manufacturer 3,5.8,7,rail,Route 12,Distributor 4,65046fa2fc13ae02b6fd5b2e,133,0.4
Laptop,Manufacturer 1,4.84,11,road,Route 12,Distributor 4,65046fa2fc13ae02b6fd5b2f,470,0.8
Tablet,Manufacturer 2,5.89,12,sea,Route 13,Distributor 1,65046fa2fc13ae02b6fd5b30,170,1.0
Phone,Manufacturer 1,6.44,5,air,Route 11,Distributor 3,65046fa2fc13ae02b6fd5b31,100,0.6
Laptop,Manufacturer 2,3.39,10,sea,Route 13,Distributor 1,65046fa2fc13ae02b6fd5b32,400,0.1
Tablet,Manufacturer 2,5.47,5,air,Route 16,Distributor 2,65046fa2fc13ae02b6fd5b33,170,1.0
Phone,Manufacturer 1,8.72,5,air,Route 13,Distributor 3,65046fa2fc13ae02b6fd5b34,100,0.6
Laptop,Manufacturer 1,6.14,8,air,Route 12,Distributor 3,65046fa2fc13ae02b6fd5b35,470,0.8
Tablet,Manufacturer 3,3.14,4,rail,Route 11,Distributor 1,65046fa2fc13ae02b6fd5b36,165,0.5
Phone,Manufacturer 2,5.17,4,rail,Route 15,Distributor 2,65046fa2fc13ae02b6fd5b37,120,0.3
Laptop,Manufacturer 3,5.98,5,air,Route 12,Distributor 4,65046fa2fc13ae02b6fd5b38,480,0.4
Tablet,Manufacturer 3,8.53,9,rail,Route 12,Distributor 4,65046fa2fc13ae02b6fd5b39,165,0.5
Phone,Manufacturer 1,6.67,6,air,Route 12,Distributor 1,65046fa2fc13ae02b6fd5b3a,100,0.6
Laptop,Manufacturer 1,3.34,10,air,Route 11,Distributor 1,65046fa2fc13ae02b6fd5b3b,470,0.8
Tablet,Manufacturer 3,8.0,6,rail,Route 15,Distributor 4,65046fa2fc13ae02b6fd5b3c,165,0.5
Phone,Manufacturer 2,9.37,2,rail,Route 12,Distributor 2,65046fa2fc13ae02b6fd5b3d,120,0.3
Laptop,Manufacturer 2,8.82,7,air,Route 12,Distributor 2,65046fa2fc13ae02b6fd5b3e,400,0.1
Tablet,Manufacturer 3,5.38,9,rail,Route 11,Distributor 1,65046fa2fc13ae02b6fd5b3f,165,0.5
Phone,Manufacturer 3,6.44,12,air,Route 11,Distributor 4,65046fa2fc13ae02b6fd5b40,133,0.4
Laptop,Manufacturer 2,8.56,12,air,Route 11,Distributor 4,65046fa2fc13ae02b6fd5b41,400,0.1
Tablet,Manufacturer 2,7.21,4,rail,Route 11,Distributor 3,65046fa2fc13ae02b6fd5b42,170,1.0
Phone,Manufacturer 1,8.57,2,rail,Route 11,Distributor 3,65046fa2fc13ae02b6fd5b43,100,0.6
Laptop,Manufacturer 3,8.49,5,road,Route 11,Distributor 2,65046fa2fc13ae02b6fd5b44,480,0.4
Tablet,Manufacturer 2,7.13,3,air,Route 16,Distributor 4,65046fa2fc13ae02b6fd5b45,170,1.0
Phone,Manufacturer 2,3.78,10,road,Route 11,Distributor 1,65046fa2fc13ae02b6fd5b46,120,0.3
Laptop,Manufacturer 2,4.69,8,sea,Route 14,Distributor 1,65046fa2fc13ae02b6fd5b47,400,0.1
Tablet,Manufacturer 1,6.98,6,rail,Route 15,Distributor 4,65046fa2fc13ae02b6fd5b48,160,0.1
Phone,Manufacturer 3,5.14,10,air,Route 12,Distributor 4,65046fa2fc13ae02b6fd5b49,133,0.4
Laptop,Manufacturer 1,8.76,7,sea,Route 13,Distributor 3,65046fa2fc13ae02b6fd5b4a,470,0.8
Tablet,Manufacturer 3,6.29,7,road,Route 11,Distributor 4,65046fa2fc13ae02b6fd5b4b,165,0.5
Phone,Manufacturer 3,8.76,8,air,Route 12,Distributor 1,65046fa2fc13ae02b6fd5b4c,133,0.4
Laptop,Manufacturer 3,4.01,4,rail,Route 12,Distributor 1,65046fa2fc13ae02b6fd5b4d,480,0.4
Tablet,Manufacturer 1,9.71,10,sea,Route 13,Distributor 3,65046fa2fc13ae02b6fd5b4e,160,0.1
Phone,Manufacturer 1,7.13,11,sea,Route 13,Distributor 4,65046fa2fc13ae02b6fd5b4f,100,0.6
Laptop,Manufacturer 1,4.68,9,air,Route 16,Distributor 1,65046fa2fc13ae02b6fd5b50,470,0.8
Tablet,Manufacturer 1,9.07,2,rail,Route 11,Distributor 3,65046fa2fc13ae02b6fd5b51,160,0.1
Phone,Manufacturer 1,4.85,11,road,Route 12,Distributor 2,65046fa2fc13ae02b6fd5b52,100,0.6
Laptop,Manufacturer 1,3.91,12,rail,Route 12,Distributor 3,65046fa2fc13ae02b6fd5b53,470,0.8
Tablet,Manufacturer 1,6.64,9,rail,Route 15,Distributor 1,65046fa2fc13ae02b6fd5b54,160,0.1
Phone,Manufacturer 1,8.35,9,sea,Route 13,Distributor 4,65046fa2fc13ae02b6fd5b55,100,0.6
Laptop,Manufacturer 1,5.85,10,road,Route 11,Distributor 4,65046fa2fc13ae02b6fd5b56,470,0.8
Tablet,Manufacturer 1,4.83,9,sea,Route 16,Distributor 4,65046fa2fc13ae02b6fd5b57,160,0.1
Phone,Manufacturer 2,5.41,5,road,Route 12,Distributor 1,65046fa2fc13ae02b6fd5b58,120,0.3
Laptop,Manufacturer 1,8.31,6,rail,Route 12,Distributor 2,65046fa2fc13ae02b6fd5b59,470,0.8
Tablet,Manufacturer 3,7.38,2,road,Route 15,Distributor 1,65046fa2fc13ae02b6fd5b5a,165,0.5
Phone,Manufacturer 3,8.28,4,sea,Route 14,Distributor 3,65046fa2fc13ae02b6fd5b5b,133,0.4
Laptop,Manufacturer 3,8.32,1,road,Route 12,Distributor 2,65046fa2fc13ae02b6fd5b5c,480,0.4
Tablet,Manufacturer 3,8.77,12,rail,Route 12,Distributor 4,65046fa2fc13ae02b6fd5b5d,165,0.5
Phone,Manufacturer 2,5.43,4,air,Route 11,Distributor 4,65046fa2fc13ae02b6fd5b5e,120,0.3
Laptop,Manufacturer 2,6.85,10,rail,Route 15,Distributor 3,65046fa2fc13ae02b6fd5b5f,400,0.1
Tablet,Manufacturer 2,8.14,8,sea,Route 16,Distributor 1,65046fa2fc13ae02b6fd5b60,170,1.0
Phone,Manufacturer 2,8.36,2,road,Route 12,Distributor 2,65046fa2fc13ae02b6fd5b61,120,0.3
Laptop,Manufacturer 2,4.79,5,air,Route 12,Distributor 1,65046fa2fc13ae02b6fd5b62,400,0.1
Tablet,Manufacturer 2,5.01,6,air,Route 12,Distributor 2,65046fa2fc13ae02b6fd5b63,170,1.0
Phone,Manufacturer 2,8.57,1,rail,Route 12,Distributor 3,65046fa2fc13ae02b6fd5b64,120,0.3
Laptop,Manufacturer 3,3.15,6,road,Route 15,Distributor 1,65046fa2fc13ae02b6fd5b65,480,0.4
Tablet,Manufacturer 1,4.89,9,air,Route 11,Distributor 3,65046fa2fc13ae02b6fd5b66,160,0.1
Phone,Manufacturer 3,3.1,10,air,Route 12,Distributor 3,65046fa2fc13ae02b6fd5b67,133,0.4
Laptop,Manufacturer 1,7.78,7,air,Route 12,Distributor 4,65046fa2fc13ae02b6fd5b68,470,0.8
Tablet,Manufacturer 2,8.43,6,rail,Route 12,Distributor 2,65046fa2fc13ae02b6fd5b69,170,1.0
Phone,Manufacturer 2,7.18,4,rail,Route 12,Distributor 1,65046fa2fc13ae02b6fd5b6a,120,0.3
Laptop,Manufacturer 1,7.64,11,rail,Route 11,Distributor 1,65046fa2fc13ae02b6fd5b6b,470,0.8
Tablet,Manufacturer 1,4.0,12,sea,Route 13,Distributor 2,65046fa2fc13ae02b6fd5b6c,160,0.1
Phone,Manufacturer 1,4.51,8,air,Route 16,Distributor 3,65046fa2fc13ae02b6fd5b6d,100,0.6
Laptop,Manufacturer 2,4.04,9,rail,Route 15,Distributor 2,65046fa2fc13ae02b6fd5b6e,400,0.1
Tablet,Manufacturer 1,8.87,8,road,Route 11,Distributor 4,65046fa2fc13ae02b6fd5b6f,160,0.1
Phone,Manufacturer 3,4.75,8,air,Route 12,Distributor 1,65046fa2fc13ae02b6fd5b70,133,0.4
Laptop,Manufacturer 1,3.73,9,air,Route 11,Distributor 2,65046fa2fc13ae02b6fd5b71,470,0.8
Tablet,Manufacturer 2,4.12,7,sea,Route 14,Distributor 4,65046fa2fc13ae02b6fd5b72,170,1.0
Phone,Manufacturer 2,7.28,9,road,Route 12,Distributor 4,65046fa2fc13ae02b6fd5b73,120,0.3
Laptop,Manufacturer 1,6.86,12,air,Route 11,Distributor 4,65046fa2fc13ae02b6fd5b74,470,0.8
Tablet,Manufacturer 3,3.22,6,road,Route 15,Distributor 4,65046fa2fc13ae02b6fd5b75,165,0.5
Phone,Manufacturer 3,3.35,8,sea,Route 13,Distributor 3,65046fa2fc13ae02b6fd5b76,133,0.4
Laptop,Manufacturer 2,3.63,12,sea,Route 14,Distributor 3,65046fa2fc13ae02b6fd5b77,400,0.1
Tablet,Manufacturer 1,9.26,11,sea,Route 14,Distributor 4,65046fa2fc13ae02b6fd5b78,160,0.1
Phone,Manufacturer 1,7.03,7,sea,Route 13,Distributor 4,65046fa2fc13ae02b6fd5b79,100,0.6
Laptop,Manufacturer 2,4.34,11,sea,Route 14,Distributor 1,65046fa2fc13ae02b6fd5b7a,400,0.1
