Supplier name,Supplier stock ,Supplier cost per item (in $),Supplier order quantity,Supplier shipping cost (in $),Supplier shipping time,Supplier transport mode,Supplier routes ,Supplier destinations,Product ID
supplier 5,635,20.45,81,64.89,19,rail,Route 4,Manufacturer 1,65046fa2fc13ae02b6fd5af8
supplier 2,193,21.39,150,289.53,29,rail,Route 5,Manufacturer 1,65046fa2fc13ae02b6fd5af9
supplier 6,665,33.19,180,110.65,27,road,Route 4,Manufacturer 2,65046fa2fc13ae02b6fd5afa
supplier 6,339,31.85,135,106.79,13,road,Route 2,Manufacturer 2,65046fa2fc13ae02b6fd5afb
supplier 1,614,13.38,35,222.84,14,road,Route 1,Manufacturer 1,65046fa2fc13ae02b6fd5afc
supplier 1,265,34.14,90,80.75,18,air,Route 1,Manufacturer 1,65046fa2fc13ae02b6fd5afd
supplier 3,165,20.05,104,191.92,7,rail,Route 6,Manufacturer 3,65046fa2fc13ae02b6fd5afe
supplier 6,982,24.23,165,200.59,26,sea,Route 3,Manufacturer 1,65046fa2fc13ae02b6fd5aff
supplier 6,676,21.01,159,253.45,13,rail,Route 3,Manufacturer 2,65046fa2fc13ae02b6fd5b00
supplier 3,96,14.15,131,77.46,6,sea,Route 4,Manufacturer 2,65046fa2fc13ae02b6fd5b01
supplier 1,423,20.34,94,103.45,27,rail,Route 4,Manufacturer 3,65046fa2fc13ae02b6fd5b02
supplier 5,677,22.78,156,76.21,10,road,Route 2,Manufacturer 3,65046fa2fc13ae02b6fd5b03
supplier 6,423,13.9,125,65.56,1,road,Route 1,Manufacturer 3,65046fa2fc13ae02b6fd5b04
supplier 5,19,9.54,151,64.66,5,road,Route 3,Manufacturer 1,65046fa2fc13ae02b6fd5b05
supplier 3,178,6.63,128,168.25,18,rail,Route 4,Manufacturer 1,65046fa2fc13ae02b6fd5b06
supplier 4,280,31.08,102,98.25,22,sea,Route 6,Manufacturer 2,65046fa2fc13ae02b6fd5b07
supplier 6,427,9.71,200,220.12,18,sea,Route 6,Manufacturer 2,65046fa2fc13ae02b6fd5b08
supplier 6,191,31.69,38,266.69,6,air,Route 2,Manufacturer 2,65046fa2fc13ae02b6fd5b09
supplier 4,750,27.18,33,288.25,3,air,Route 3,Manufacturer 2,65046fa2fc13ae02b6fd5b0a
supplier 2,825,26.56,68,100.15,21,rail,Route 6,Manufacturer 1,65046fa2fc13ae02b6fd5b0b
supplier 1,198,18.1,17,295.19,13,rail,Route 5,Manufacturer 1,65046fa2fc13ae02b6fd5b0c
supplier 5,364,13.33,61,101.39,13,sea,Route 4,Manufacturer 1,65046fa2fc13ae02b6fd5b0d
supplier 4,253,7.8,75,230.07,21,air,Route 4,Manufacturer 3,65046fa2fc13ae02b6fd5b0e
supplier 6,724,12.55,84,86.43,14,air,Route 6,Manufacturer 3,65046fa2fc13ae02b6fd5b0f
supplier 6,911,31.34,78,101.08,23,rail,Route 3,Manufacturer 1,65046fa2fc13ae02b6fd5b10
supplier 4,253,33.82,185,123.42,8,air,Route 6,Manufacturer 1,65046fa2fc13ae02b6fd5b11
supplier 4,575,8.79,176,112.65,7,sea,Route 1,Manufacturer 1,65046fa2fc13ae02b6fd5b12
supplier 4,344,32.62,176,162.47,27,rail,Route 5,Manufacturer 2,65046fa2fc13ae02b6fd5b13
supplier 6,471,31.71,151,290.75,25,road,Route 3,Manufacturer 2,65046fa2fc13ae02b6fd5b14
supplier 5,45,5.91,166,96.26,27,rail,Route 4,Manufacturer 2,65046fa2fc13ae02b6fd5b15
supplier 1,238,29.47,91,147.11,11,rail,Route 3,Manufacturer 3,65046fa2fc13ae02b6fd5b16
supplier 5,628,26.86,112,281.12,8,sea,Route 1,Manufacturer 2,65046fa2fc13ae02b6fd5b17
supplier 2,440,5.64,178,236.54,24,sea,Route 3,Manufacturer 1,65046fa2fc13ae02b6fd5b18
supplier 3,504,30.56,187,82.45,29,sea,Route 3,Manufacturer 1,65046fa2fc13ae02b6fd5b19
supplier 6,441,18.01,191,164.58,6,sea,Route 6,Manufacturer 3,65046fa2fc13ae02b6fd5b1a
supplier 6,561,6.23,173,95.23,2,air,Route 6,Manufacturer 3,65046fa2fc13ae02b6fd5b1b
supplier 4,17,21.72,156,275.54,11,sea,Route 5,Manufacturer 1,65046fa2fc13ae02b6fd5b1c
supplier 6,799,7.94,122,293.42,2,rail,Route 4,Manufacturer 2,65046fa2fc13ae02b6fd5b1d
supplier 3,409,32.12,191,253.7,15,sea,Route 1,Manufacturer 3,65046fa2fc13ae02b6fd5b1e
supplier 2,307,15.92,38,269.79,2,air,Route 3,Manufacturer 3,65046fa2fc13ae02b6fd5b1f
supplier 5,146,5.14,153,163.61,20,rail,Route 1,Manufacturer 1,65046fa2fc13ae02b6fd5b20
supplier 6,522,9.97,162,87.62,8,road,Route 3,Manufacturer 2,65046fa2fc13ae02b6fd5b21
supplier 4,872,27.62,98,139.15,2,rail,Route 2,Manufacturer 3,65046fa2fc13ae02b6fd5b22
supplier 5,271,7.78,51,151.88,27,rail,Route 3,Manufacturer 1,65046fa2fc13ae02b6fd5b23
supplier 4,917,15.11,20,120.98,14,air,Route 5,Manufacturer 2,65046fa2fc13ae02b6fd5b24
supplier 2,754,19.66,107,169.62,29,road,Route 5,Manufacturer 3,65046fa2fc13ae02b6fd5b25
supplier 5,978,23.52,48,298.06,1,air,Route 5,Manufacturer 2,65046fa2fc13ae02b6fd5b26
supplier 5,686,7.2,149,194.93,10,air,Route 4,Manufacturer 1,65046fa2fc13ae02b6fd5b27
supplier 3,661,16.77,89,166.46,2,air,Route 4,Manufacturer 3,65046fa2fc13ae02b6fd5b28
supplier 1,366,30.76,104,289.1,16,sea,Route 5,Manufacturer 3,65046fa2fc13ae02b6fd5b29
supplier 2,258,32.29,82,204.18,11,road,Route 4,Manufacturer 2,65046fa2fc13ae02b6fd5b2a
supplier 1,897,23.69,121,207.01,27,rail,Route 1,Manufacturer 2,65046fa2fc13ae02b6fd5b2b
supplier 3,210,27.05,123,139.92,17,road,Route 1,Manufacturer 3,65046fa2fc13ae02b6fd5b2c
supplier 1,618,10.22,15,149.89,18,sea,Route 1,Manufacturer 3,65046fa2fc13ae02b6fd5b2d
supplier 6,208,31.16,99,220.47,15,rail,Route 2,Manufacturer 3,65046fa2fc13ae02b6fd5b2e
supplier 4,256,32.02,32,174.18,28,sea,Route 2,Manufacturer 1,65046fa2fc13ae02b6fd5b2f
supplier 1,559,10.2,124,282.6,1,sea,Route 5,Manufacturer 3,65046fa2fc13ae02b6fd5b30
supplier 4,182,26.08,138,262.51,6,rail,Route 6,Manufacturer 2,65046fa2fc13ae02b6fd5b31
supplier 2,374,33.13,42,98.91,12,air,Route 4,Manufacturer 2,65046fa2fc13ae02b6fd5b32
supplier 4,357,29.91,24,215.47,15,sea,Route 4,Manufacturer 1,65046fa2fc13ae02b6fd5b33
supplier 6,185,25.95,159,296.15,8,road,Route 6,Manufacturer 1,65046fa2fc13ae02b6fd5b34
supplier 5,422,16.3,6,250.69,13,sea,Route 2,Manufacturer 1,65046fa2fc13ae02b6fd5b35
supplier 4,311,33.65,99,219.59,25,road,Route 5,Manufacturer 1,65046fa2fc13ae02b6fd5b36
supplier 5,558,30.6,41,263.63,22,road,Route 2,Manufacturer 1,65046fa2fc13ae02b6fd5b37
supplier 2,1000,25.36,127,281.78,19,sea,Route 3,Manufacturer 1,65046fa2fc13ae02b6fd5b38
supplier 2,482,23.6,2,97.85,22,road,Route 3,Manufacturer 2,65046fa2fc13ae02b6fd5b39
supplier 5,743,11.49,197,255.72,23,road,Route 3,Manufacturer 1,65046fa2fc13ae02b6fd5b3a
supplier 6,898,17.25,72,186.29,17,sea,Route 1,Manufacturer 3,65046fa2fc13ae02b6fd5b3b
supplier 1,183,25.33,157,289.58,23,sea,Route 4,Manufacturer 3,65046fa2fc13ae02b6fd5b3c
supplier 3,951,13.84,109,255.17,4,road,Route 2,Manufacturer 3,65046fa2fc13ae02b6fd5b3d
supplier 2,359,19.65,154,103.61,5,rail,Route 4,Manufacturer 2,65046fa2fc13ae02b6fd5b3e
supplier 4,722,33.44,41,216.15,24,sea,Route 3,Manufacturer 2,65046fa2fc13ae02b6fd5b3f
supplier 4,65,26.51,140,211.83,9,road,Route 5,Manufacturer 1,65046fa2fc13ae02b6fd5b40
supplier 4,604,9.93,91,156.56,9,rail,Route 3,Manufacturer 2,65046fa2fc13ae02b6fd5b41
supplier 3,641,32.27,41,124.29,27,rail,Route 3,Manufacturer 1,65046fa2fc13ae02b6fd5b42
supplier 3,723,23.73,24,240.74,16,sea,Route 6,Manufacturer 3,65046fa2fc13ae02b6fd5b43
supplier 2,658,27.31,99,58.92,30,road,Route 6,Manufacturer 2,65046fa2fc13ae02b6fd5b44
supplier 6,950,26.18,180,120.0,1,sea,Route 5,Manufacturer 2,65046fa2fc13ae02b6fd5b45
supplier 2,846,32.88,107,75.38,18,rail,Route 4,Manufacturer 1,65046fa2fc13ae02b6fd5b46
supplier 2,356,29.46,117,291.63,7,sea,Route 6,Manufacturer 3,65046fa2fc13ae02b6fd5b47
supplier 1,925,16.3,10,81.66,11,sea,Route 4,Manufacturer 3,65046fa2fc13ae02b6fd5b48
supplier 3,334,19.52,35,180.01,28,road,Route 6,Manufacturer 1,65046fa2fc13ae02b6fd5b49
supplier 5,424,27.96,30,174.16,2,sea,Route 1,Manufacturer 3,65046fa2fc13ae02b6fd5b4a
supplier 1,341,8.04,143,187.49,20,air,Route 3,Manufacturer 3,65046fa2fc13ae02b6fd5b4b
supplier 5,492,8.39,8,108.48,27,road,Route 6,Manufacturer 2,65046fa2fc13ae02b6fd5b4c
supplier 5,864,14.31,146,93.75,2,rail,Route 6,Manufacturer 2,65046fa2fc13ae02b6fd5b4d
supplier 1,971,30.37,189,214.91,10,rail,Route 1,Manufacturer 3,65046fa2fc13ae02b6fd5b4e
supplier 2,637,25.27,29,88.23,5,rail,Route 6,Manufacturer 2,65046fa2fc13ae02b6fd5b4f
supplier 6,608,31.38,54,128.06,16,road,Route 4,Manufacturer 1,65046fa2fc13ae02b6fd5b50
supplier 4,855,17.09,64,183.2,1,road,Route 4,Manufacturer 2,65046fa2fc13ae02b6fd5b51
supplier 2,808,32.42,24,289.02,7,air,Route 6,Manufacturer 1,65046fa2fc13ae02b6fd5b52
supplier 4,932,28.67,61,225.72,18,rail,Route 6,Manufacturer 1,65046fa2fc13ae02b6fd5b53
supplier 2,164,30.3,29,129.3,7,sea,Route 4,Manufacturer 1,65046fa2fc13ae02b6fd5b54
supplier 5,838,12.62,64,175.31,26,rail,Route 6,Manufacturer 2,65046fa2fc13ae02b6fd5b55
supplier 3,382,10.3,13,201.25,11,road,Route 1,Manufacturer 2,65046fa2fc13ae02b6fd5b56
supplier 3,77,22.96,43,264.03,26,rail,Route 5,Manufacturer 2,65046fa2fc13ae02b6fd5b57
supplier 3,949,26.93,2,264.61,12,road,Route 1,Manufacturer 1,65046fa2fc13ae02b6fd5b58
supplier 1,831,19.33,186,56.15,1,sea,Route 3,Manufacturer 3,65046fa2fc13ae02b6fd5b59
supplier 2,309,21.34,183,275.5,25,sea,Route 4,Manufacturer 3,65046fa2fc13ae02b6fd5b5a
supplier 5,14,5.46,95,170.01,24,rail,Route 4,Manufacturer 3,65046fa2fc13ae02b6fd5b5b
supplier 4,874,12.56,79,231.55,2,rail,Route 6,Manufacturer 3,65046fa2fc13ae02b6fd5b5c
supplier 1,852,8.75,54,129.72,3,road,Route 3,Manufacturer 3,65046fa2fc13ae02b6fd5b5d
supplier 4,398,10.67,86,105.75,27,sea,Route 6,Manufacturer 1,65046fa2fc13ae02b6fd5b5e
supplier 6,748,31.86,104,73.91,9,road,Route 5,Manufacturer 3,65046fa2fc13ae02b6fd5b5f
supplier 4,35,26.9,117,78.55,17,road,Route 2,Manufacturer 3,65046fa2fc13ae02b6fd5b60
supplier 6,842,28.83,97,269.57,3,road,Route 1,Manufacturer 2,65046fa2fc13ae02b6fd5b61
supplier 6,226,19.94,65,248.04,3,air,Route 3,Manufacturer 2,65046fa2fc13ae02b6fd5b62
supplier 4,290,24.11,156,281.54,1,rail,Route 4,Manufacturer 1,65046fa2fc13ae02b6fd5b63
supplier 3,716,9.19,159,78.42,2,sea,Route 6,Manufacturer 2,65046fa2fc13ae02b6fd5b64
supplier 2,841,5.58,193,70.81,17,rail,Route 5,Manufacturer 3,65046fa2fc13ae02b6fd5b65
supplier 2,920,13.31,125,278.91,1,rail,Route 3,Manufacturer 1,65046fa2fc13ae02b6fd5b66
supplier 3,473,20.44,143,244.04,23,sea,Route 6,Manufacturer 1,65046fa2fc13ae02b6fd5b67
supplier 2,659,29.7,141,73.0,5,rail,Route 6,Manufacturer 3,65046fa2fc13ae02b6fd5b68
supplier 4,687,25.21,96,265.18,13,air,Route 6,Manufacturer 3,65046fa2fc13ae02b6fd5b69
supplier 1,489,12.55,100,196.76,2,air,Route 1,Manufacturer 3,65046fa2fc13ae02b6fd5b6a
supplier 3,320,15.28,141,167.72,28,sea,Route 5,Manufacturer 2,65046fa2fc13ae02b6fd5b6b
supplier 6,112,10.94,175,117.95,22,air,Route 3,Manufacturer 3,65046fa2fc13ae02b6fd5b6c
supplier 5,271,22.93,176,153.61,17,sea,Route 5,Manufacturer 2,65046fa2fc13ae02b6fd5b6d
supplier 6,883,13.76,124,121.64,5,rail,Route 2,Manufacturer 1,65046fa2fc13ae02b6fd5b6e
supplier 4,61,22.34,113,237.59,11,road,Route 3,Manufacturer 2,65046fa2fc13ae02b6fd5b6f
supplier 3,117,9.04,133,199.87,17,rail,Route 6,Manufacturer 2,65046fa2fc13ae02b6fd5b70
supplier 3,61,20.01,84,211.69,6,rail,Route 1,Manufacturer 1,65046fa2fc13ae02b6fd5b71
supplier 6,592,21.1,188,134.69,4,sea,Route 6,Manufacturer 3,65046fa2fc13ae02b6fd5b72
supplier 2,835,13.13,96,60.99,25,rail,Route 6,Manufacturer 1,65046fa2fc13ae02b6fd5b73
supplier 2,230,6.66,135,284.74,5,sea,Route 2,Manufacturer 1,65046fa2fc13ae02b6fd5b74
supplier 2,782,18.8,44,212.0,14,road,Route 1,Manufacturer 1,65046fa2fc13ae02b6fd5b75
supplier 3,332,34.01,71,61.38,9,air,Route 3,Manufacturer 3,65046fa2fc13ae02b6fd5b76
supplier 5,409,28.76,157,260.5,22,road,Route 2,Manufacturer 1,65046fa2fc13ae02b6fd5b77
supplier 2,766,30.01,109,82.12,25,road,Route 5,Manufacturer 2,65046fa2fc13ae02b6fd5b78
supplier 5,143,10.26,125,211.18,6,air,Route 6,Manufacturer 2,65046fa2fc13ae02b6fd5b79
supplier 6,924,5.99,150,62.49,22,road,Route 5,Manufacturer 3,65046fa2fc13ae02b6fd5b7a
supplier 3,615,28.31,8,76.35,24,sea,Route 4,Manufacturer 2,65046fa2fc13ae02b6fd5b7b
supplier 1,91,23.45,62,165.94,19,air,Route 5,Manufacturer 2,65046fa2fc13ae02b6fd5b7c
supplier 3,525,19.86,23,291.47,3,road,Route 3,Manufacturer 2,65046fa2fc13ae02b6fd5b7d
supplier 2,308,13.06,185,151.54,29,road,Route 6,Manufacturer 3,65046fa2fc13ae02b6fd5b7e
supplier 2,282,32.32,24,287.33,23,road,Route 4,Manufacturer 1,65046fa2fc13ae02b6fd5b7f
supplier 6,85,6.96,6,225.17,3,rail,Route 4,Manufacturer 1,65046fa2fc13ae02b6fd5b80
supplier 4,507,15.74,94,154.54,7,air,Route 2,Manufacturer 3,65046fa2fc13ae02b6fd5b81
supplier 1,388,24.2,90,122.24,18,road,Route 5,Manufacturer 2,65046fa2fc13ae02b6fd5b82
supplier 4,38,22.28,90,256.06,1,sea,Route 6,Manufacturer 2,65046fa2fc13ae02b6fd5b83
supplier 3,430,8.72,192,75.39,24,sea,Route 1,Manufacturer 1,65046fa2fc13ae02b6fd5b84
supplier 6,645,12.57,3,61.31,11,sea,Route 6,Manufacturer 3,65046fa2fc13ae02b6fd5b85
supplier 4,180,30.68,118,159.54,6,rail,Route 2,Manufacturer 2,65046fa2fc13ae02b6fd5b86
supplier 1,799,5.28,30,165.36,10,sea,Route 4,Manufacturer 3,65046fa2fc13ae02b6fd5b87
supplier 1,623,19.42,106,251.31,19,road,Route 1,Manufacturer 1,65046fa2fc13ae02b6fd5b88
supplier 3,458,24.9,59,219.98,1,road,Route 2,Manufacturer 1,65046fa2fc13ae02b6fd5b89
supplier 1,247,10.23,188,181.76,19,rail,Route 1,Manufacturer 1,65046fa2fc13ae02b6fd5b8a
supplier 4,770,21.41,132,299.38,3,rail,Route 1,Manufacturer 1,65046fa2fc13ae02b6fd5b8b
supplier 4,977,23.49,21,67.76,15,sea,Route 1,Manufacturer 2,65046fa2fc13ae02b6fd5b8c
supplier 2,123,24.73,120,67.53,7,sea,Route 5,Manufacturer 3,65046fa2fc13ae02b6fd5b8d
supplier 6,759,9.27,102,80.51,2,rail,Route 1,Manufacturer 2,65046fa2fc13ae02b6fd5b8e
supplier 1,289,7.85,153,231.97,4,rail,Route 1,Manufacturer 1,65046fa2fc13ae02b6fd5b8f
supplier 2,286,15.47,190,166.3,26,sea,Route 3,Manufacturer 2,65046fa2fc13ae02b6fd5b90
supplier 6,295,26.31,80,242.82,21,rail,Route 4,Manufacturer 3,65046fa2fc13ae02b6fd5b91
supplier 5,163,30.37,14,235.4,24,air,Route 1,Manufacturer 2,65046fa2fc13ae02b6fd5b92
supplier 1,881,22.32,82,272.7,10,sea,Route 6,Manufacturer 3,65046fa2fc13ae02b6fd5b93
supplier 6,617,13.57,187,52.98,18,air,Route 6,Manufacturer 3,65046fa2fc13ae02b6fd5b94
supplier 5,16,34.76,13,165.48,27,rail,Route 3,Manufacturer 1,65046fa2fc13ae02b6fd5b95
supplier 4,527,27.06,56,201.44,16,road,Route 2,Manufacturer 2,65046fa2fc13ae02b6fd5b96
supplier 1,476,10.71,96,174.4,7,road,Route 2,Manufacturer 3,65046fa2fc13ae02b6fd5b97
supplier 6,625,14.59,141,290.32,21,road,Route 1,Manufacturer 2,65046fa2fc13ae02b6fd5b98
supplier 2,3,16.33,110,68.57,28,sea,Route 4,Manufacturer 1,65046fa2fc13ae02b6fd5b99
supplier 5,731,27.63,86,196.15,27,air,Route 6,Manufacturer 1,65046fa2fc13ae02b6fd5b9a
supplier 3,951,31.02,8,146.22,15,road,Route 1,Manufacturer 3,65046fa2fc13ae02b6fd5b9b
supplier 4,360,24.44,57,171.57,30,road,Route 5,Manufacturer 2,65046fa2fc13ae02b6fd5b9c
supplier 2,680,21.71,61,285.89,6,sea,Route 2,Manufacturer 2,65046fa2fc13ae02b6fd5b9d
supplier 1,175,20.22,37,227.91,28,rail,Route 5,Manufacturer 1,65046fa2fc13ae02b6fd5b9e
supplier 5,666,31.45,33,211.42,8,air,Route 2,Manufacturer 3,65046fa2fc13ae02b6fd5b9f
supplier 5,872,26.5,77,153.47,25,sea,Route 2,Manufacturer 3,65046fa2fc13ae02b6fd5ba0
supplier 1,440,33.81,87,163.2,11,rail,Route 2,Manufacturer 2,65046fa2fc13ae02b6fd5ba1
supplier 5,993,17.03,1,117.77,14,air,Route 5,Manufacturer 3,65046fa2fc13ae02b6fd5ba2
supplier 1,484,10.34,160,200.45,13,road,Route 2,Manufacturer 1,65046fa2fc13ae02b6fd5ba3
supplier 2,406,9.25,5,146.54,17,sea,Route 6,Manufacturer 2,65046fa2fc13ae02b6fd5ba4
supplier 5,50,22.22,27,174.82,7,rail,Route 3,Manufacturer 1,65046fa2fc13ae02b6fd5ba5
supplier 5,156,24.95,128,77.69,4,road,Route 4,Manufacturer 1,65046fa2fc13ae02b6fd5ba6
supplier 3,132,24.02,100,76.73,1,air,Route 5,Manufacturer 3,65046fa2fc13ae02b6fd5ba7
supplier 3,236,23.58,198,53.46,17,road,Route 5,Manufacturer 3,65046fa2fc13ae02b6fd5ba8
supplier 5,752,8.27,110,114.43,24,rail,Route 1,Manufacturer 3,65046fa2fc13ae02b6fd5ba9
supplier 2,29,31.78,79,99.86,30,rail,Route 3,Manufacturer 2,65046fa2fc13ae02b6fd5baa
supplier 4,126,6.2,192,84.92,23,rail,Route 3,Manufacturer 2,65046fa2fc13ae02b6fd5bab
supplier 1,81,14.86,12,136.96,6,rail,Route 5,Manufacturer 3,65046fa2fc13ae02b6fd5bac
supplier 4,616,25.92,31,289.23,7,sea,Route 6,Manufacturer 3,65046fa2fc13ae02b6fd5bad
supplier 5,959,21.73,69,295.63,9,sea,Route 2,Manufacturer 1,65046fa2fc13ae02b6fd5bae
supplier 5,981,8.19,44,56.23,11,road,Route 2,Manufacturer 3,65046fa2fc13ae02b6fd5baf
supplier 3,889,34.07,190,275.79,7,road,Route 4,Manufacturer 1,65046fa2fc13ae02b6fd5bb0
supplier 4,916,31.51,161,50.52,14,sea,Route 3,Manufacturer 2,65046fa2fc13ae02b6fd5bb1
supplier 4,185,21.55,92,117.38,17,sea,Route 5,Manufacturer 1,65046fa2fc13ae02b6fd5bb2
supplier 4,337,12.62,139,255.29,2,sea,Route 2,Manufacturer 2,65046fa2fc13ae02b6fd5bb3
supplier 2,500,11.64,176,264.05,26,road,Route 6,Manufacturer 3,65046fa2fc13ae02b6fd5bb4
supplier 4,460,20.52,94,101.71,30,rail,Route 4,Manufacturer 2,65046fa2fc13ae02b6fd5bb5
supplier 4,885,31.37,186,143.08,13,road,Route 4,Manufacturer 1,65046fa2fc13ae02b6fd5bb6
supplier 6,612,34.67,66,170.73,25,road,Route 2,Manufacturer 2,65046fa2fc13ae02b6fd5bb7
supplier 3,724,25.13,10,144.77,18,air,Route 3,Manufacturer 2,65046fa2fc13ae02b6fd5bb8
supplier 6,816,11.47,180,182.77,10,road,Route 6,Manufacturer 3,65046fa2fc13ae02b6fd5bb9
supplier 2,309,23.26,96,292.82,28,air,Route 4,Manufacturer 3,65046fa2fc13ae02b6fd5bba
supplier 5,383,31.74,116,62.96,21,sea,Route 5,Manufacturer 3,65046fa2fc13ae02b6fd5bbb
supplier 4,859,20.21,124,207.91,1,rail,Route 3,Manufacturer 2,65046fa2fc13ae02b6fd5bbc
supplier 4,641,32.35,107,226.95,15,rail,Route 4,Manufacturer 1,65046fa2fc13ae02b6fd5bbd
supplier 4,213,20.47,178,230.85,18,air,Route 6,Manufacturer 1,65046fa2fc13ae02b6fd5bbe
supplier 2,542,28.56,50,81.85,18,air,Route 1,Manufacturer 2,65046fa2fc13ae02b6fd5bbf
supplier 5,181,34.67,163,51.04,13,road,Route 1,Manufacturer 2,65046fa2fc13ae02b6fd5bc0
supplier 1,724,32.31,11,195.29,9,road,Route 6,Manufacturer 2,65046fa2fc13ae02b6fd5bc1
supplier 5,847,8.61,1,192.99,4,sea,Route 5,Manufacturer 1,65046fa2fc13ae02b6fd5bc2
supplier 4,72,27.19,38,91.29,6,air,Route 3,Manufacturer 2,65046fa2fc13ae02b6fd5bc3
supplier 4,329,24.96,196,158.97,16,road,Route 1,Manufacturer 2,65046fa2fc13ae02b6fd5bc4
supplier 3,629,28.78,92,174.91,2,rail,Route 2,Manufacturer 1,65046fa2fc13ae02b6fd5bc5
supplier 1,112,10.46,164,163.55,27,road,Route 5,Manufacturer 1,65046fa2fc13ae02b6fd5bc6
supplier 4,498,11.85,180,130.33,27,air,Route 1,Manufacturer 1,65046fa2fc13ae02b6fd5bc7
supplier 1,110,21.55,127,176.4,29,sea,Route 6,Manufacturer 3,65046fa2fc13ae02b6fd5bc8
supplier 2,810,34.68,137,258.23,16,road,Route 3,Manufacturer 3,65046fa2fc13ae02b6fd5bc9
supplier 3,401,34.26,48,179.97,22,sea,Route 6,Manufacturer 1,65046fa2fc13ae02b6fd5bca
supplier 5,772,18.39,167,243.15,11,road,Route 6,Manufacturer 1,65046fa2fc13ae02b6fd5bcb
supplier 6,73,18.15,68,236.99,10,road,Route 5,Manufacturer 1,65046fa2fc13ae02b6fd5bcc
supplier 5,27,28.84,85,255.59,7,road,Route 5,Manufacturer 1,65046fa2fc13ae02b6fd5bcd
supplier 6,682,7.53,129,125.96,7,air,Route 5,Manufacturer 3,65046fa2fc13ae02b6fd5bce
supplier 1,18,30.16,68,200.73,20,road,Route 4,Manufacturer 3,65046fa2fc13ae02b6fd5bcf
supplier 3,385,12.35,71,298.95,16,road,Route 1,Manufacturer 3,65046fa2fc13ae02b6fd5bd0
supplier 4,848,6.53,172,102.72,25,road,Route 4,Manufacturer 1,65046fa2fc13ae02b6fd5bd1
supplier 1,489,34.02,167,285.8,24,road,Route 1,Manufacturer 3,65046fa2fc13ae02b6fd5bd2
supplier 1,900,33.89,1,151.41,17,rail,Route 6,Manufacturer 2,65046fa2fc13ae02b6fd5bd3
supplier 2,136,34.06,51,106.76,6,rail,Route 1,Manufacturer 3,65046fa2fc13ae02b6fd5bd4
supplier 6,975,12.25,124,234.05,24,air,Route 1,Manufacturer 2,65046fa2fc13ae02b6fd5bd5
supplier 1,670,30.13,76,137.85,5,rail,Route 1,Manufacturer 3,65046fa2fc13ae02b6fd5bd6
supplier 3,543,11.44,156,134.97,4,road,Route 5,Manufacturer 3,65046fa2fc13ae02b6fd5bd7
supplier 2,219,26.03,100,181.52,23,rail,Route 5,Manufacturer 3,65046fa2fc13ae02b6fd5bd8
supplier 5,292,32.6,66,107.73,4,rail,Route 1,Manufacturer 2,65046fa2fc13ae02b6fd5bd9
supplier 3,610,11.01,97,194.67,24,air,Route 4,Manufacturer 1,65046fa2fc13ae02b6fd5bda
supplier 5,88,33.38,29,177.15,30,sea,Route 5,Manufacturer 1,65046fa2fc13ae02b6fd5bdb
supplier 2,473,22.38,200,237.62,28,air,Route 1,Manufacturer 3,65046fa2fc13ae02b6fd5bdc
supplier 3,315,30.4,24,118.89,21,air,Route 1,Manufacturer 3,65046fa2fc13ae02b6fd5bdd
supplier 6,509,15.52,150,158.02,26,air,Route 3,Manufacturer 2,65046fa2fc13ae02b6fd5bde
supplier 5,407,15.78,45,271.17,21,sea,Route 6,Manufacturer 1,65046fa2fc13ae02b6fd5bdf
supplier 4,717,21.51,33,225.09,18,road,Route 3,Manufacturer 1,65046fa2fc13ae02b6fd5be0
supplier 3,518,28.82,109,65.48,9,rail,Route 3,Manufacturer 1,65046fa2fc13ae02b6fd5be1
supplier 2,730,15.27,74,282.49,16,road,Route 1,Manufacturer 1,65046fa2fc13ae02b6fd5be2
supplier 5,955,31.88,43,279.59,16,sea,Route 6,Manufacturer 3,65046fa2fc13ae02b6fd5be3
supplier 4,108,7.49,192,173.86,11,sea,Route 3,Manufacturer 2,65046fa2fc13ae02b6fd5be4
supplier 3,480,30.48,32,108.58,24,sea,Route 2,Manufacturer 2,65046fa2fc13ae02b6fd5be5
supplier 4,979,16.12,156,194.31,26,road,Route 6,Manufacturer 2,65046fa2fc13ae02b6fd5be6
supplier 1,512,11.1,173,80.51,28,air,Route 3,Manufacturer 2,65046fa2fc13ae02b6fd5be7
supplier 3,999,11.2,161,193.84,20,rail,Route 3,Manufacturer 1,65046fa2fc13ae02b6fd5be8
supplier 1,120,31.35,108,147.72,7,rail,Route 3,Manufacturer 3,65046fa2fc13ae02b6fd5be9
supplier 1,427,20.56,55,150.67,19,air,Route 4,Manufacturer 2,65046fa2fc13ae02b6fd5bea
supplier 4,159,29.26,154,134.3,23,sea,Route 2,Manufacturer 3,65046fa2fc13ae02b6fd5beb
supplier 3,679,16.95,117,72.89,3,road,Route 3,Manufacturer 1,65046fa2fc13ae02b6fd5bec
supplier 1,725,12.18,176,283.83,28,sea,Route 6,Manufacturer 1,65046fa2fc13ae02b6fd5bed
supplier 6,940,20.99,154,277.42,15,air,Route 2,Manufacturer 1,65046fa2fc13ae02b6fd5bee
supplier 6,325,25.01,151,235.52,13,road,Route 2,Manufacturer 3,65046fa2fc13ae02b6fd5bef
