Product Type,Retailer name,Retailer product sold,Retailer shipping cost,Retailer shipping time,Retailer transport mode,Retailer routes ,Product ID,Retailer cost
Phone,Retailer 2,yes,0.6,4,UPS,Route 35,65046fa2fc13ae02b6fd5ac5,620
Laptop,Retailer 5,yes,0.96,3,UPS,Route 31,65046fa2fc13ae02b6fd5ac6,1000
Tablet,Retailer 5,yes,2.33,4,FedX,Route 35,65046fa2fc13ae02b6fd5ac7,650
Phone,Retailer 5,yes,2.66,4,UPS,Route 32,65046fa2fc13ae02b6fd5ac8,600
Laptop,Retailer 4,yes,0.53,4,FedX,Route 36,65046fa2fc13ae02b6fd5ac9,1400
Tablet,Retailer 3,yes,1.28,3,FedX,Route 36,65046fa2fc13ae02b6fd5aca,700
Phone,Retailer 2,yes,1.35,2,UPS,Route 36,65046fa2fc13ae02b6fd5acb,620
Laptop,Retailer 4,yes,1.14,4,FedX,Route 35,65046fa2fc13ae02b6fd5acc,1400
Tablet,Retailer 1,yes,2.95,2,UPS,Route 31,65046fa2fc13ae02b6fd5acd,800
Phone,Retailer 1,yes,0.45,5,UPS,Route 33,65046fa2fc13ae02b6fd5ace,600
Laptop,Retailer 4,yes,2.24,3,UPS,Route 35,65046fa2fc13ae02b6fd5acf,1400
Tablet,Retailer 3,yes,0.79,4,FedX,Route 31,65046fa2fc13ae02b6fd5ad0,700
Phone,Retailer 1,yes,1.63,5,UPS,Route 31,65046fa2fc13ae02b6fd5ad1,600
Laptop,Retailer 1,yes,2.92,1,UPS,Route 31,65046fa2fc13ae02b6fd5ad2,1070
Tablet,Retailer 5,yes,1.87,5,UPS,Route 35,65046fa2fc13ae02b6fd5ad3,650
Phone,Retailer 3,yes,1.99,1,UPS,Route 34,65046fa2fc13ae02b6fd5ad4,650
Laptop,Retailer 5,yes,1.13,5,UPS,Route 31,65046fa2fc13ae02b6fd5ad5,1000
Tablet,Retailer 5,yes,0.31,5,FedX,Route 36,65046fa2fc13ae02b6fd5ad6,650
Phone,Retailer 3,yes,2.32,3,UPS,Route 32,65046fa2fc13ae02b6fd5ad7,650
Laptop,Retailer 5,yes,0.29,2,FedX,Route 32,65046fa2fc13ae02b6fd5ad8,1000
Tablet,Retailer 5,yes,1.97,3,UPS,Route 36,65046fa2fc13ae02b6fd5ad9,650
Phone,Retailer 2,yes,0.17,4,UPS,Route 35,65046fa2fc13ae02b6fd5ada,620
Laptop,Retailer 5,yes,2.69,1,UPS,Route 35,65046fa2fc13ae02b6fd5adb,1000
Tablet,Retailer 5,yes,1.35,2,UPS,Route 32,65046fa2fc13ae02b6fd5adc,650
Phone,Retailer 5,yes,0.3,3,FedX,Route 34,65046fa2fc13ae02b6fd5add,600
Laptop,Retailer 3,yes,1.35,3,UPS,Route 34,65046fa2fc13ae02b6fd5ade,1200
Tablet,Retailer 6,yes,0.56,4,FedX,Route 31,65046fa2fc13ae02b6fd5adf,820
Phone,Retailer 5,yes,0.14,2,UPS,Route 31,65046fa2fc13ae02b6fd5ae0,600
Laptop,Retailer 5,yes,1.16,2,UPS,Route 34,65046fa2fc13ae02b6fd5ae1,1000
Tablet,Retailer 6,yes,1.56,3,FedX,Route 35,65046fa2fc13ae02b6fd5ae2,820
Phone,Retailer 6,yes,2.09,4,UPS,Route 32,65046fa2fc13ae02b6fd5ae3,590
Laptop,Retailer 1,yes,1.1,1,FedX,Route 31,65046fa2fc13ae02b6fd5ae4,1070
Tablet,Retailer 4,yes,1.94,4,FedX,Route 32,65046fa2fc13ae02b6fd5ae5,1000
Phone,Retailer 6,yes,2.74,2,UPS,Route 33,65046fa2fc13ae02b6fd5ae6,590
Laptop,Retailer 1,yes,1.24,3,FedX,Route 32,65046fa2fc13ae02b6fd5ae7,1070
Tablet,Retailer 2,yes,0.22,3,FedX,Route 33,65046fa2fc13ae02b6fd5ae8,800
Phone,Retailer 1,yes,2.45,1,FedX,Route 32,65046fa2fc13ae02b6fd5ae9,600
Laptop,Retailer 5,yes,0.33,1,FedX,Route 31,65046fa2fc13ae02b6fd5aea,1000
Tablet,Retailer 3,yes,0.53,4,FedX,Route 31,65046fa2fc13ae02b6fd5aeb,700
Phone,Retailer 4,yes,1.25,2,FedX,Route 34,65046fa2fc13ae02b6fd5aec,700
Laptop,Retailer 5,yes,1.88,3,FedX,Route 35,65046fa2fc13ae02b6fd5aed,1000
Tablet,Retailer 5,yes,0.91,2,UPS,Route 35,65046fa2fc13ae02b6fd5aee,650
Phone,Retailer 3,yes,1.55,4,UPS,Route 36,65046fa2fc13ae02b6fd5aef,650
Laptop,Retailer 5,yes,0.87,3,UPS,Route 33,65046fa2fc13ae02b6fd5af0,1000
Tablet,Retailer 4,yes,0.49,2,UPS,Route 36,65046fa2fc13ae02b6fd5af1,1000
Phone,Retailer 1,yes,1.89,3,FedX,Route 33,65046fa2fc13ae02b6fd5af2,600
Laptop,Retailer 1,yes,1.33,4,UPS,Route 32,65046fa2fc13ae02b6fd5af3,1070
Tablet,Retailer 5,yes,0.11,5,UPS,Route 35,65046fa2fc13ae02b6fd5af4,650
Phone,Retailer 1,yes,1.43,3,UPS,Route 31,65046fa2fc13ae02b6fd5af5,600
Laptop,Retailer 5,yes,1.52,5,FedX,Route 33,65046fa2fc13ae02b6fd5af6,1000
Tablet,Retailer 6,yes,2.07,1,UPS,Route 35,65046fa2fc13ae02b6fd5af7,820
Phone,Retailer 6,yes,0.53,3,FedX,Route 35,65046fa2fc13ae02b6fd5af8,590
Laptop,Retailer 1,yes,0.45,3,UPS,Route 35,65046fa2fc13ae02b6fd5af9,1070
Tablet,Retailer 4,yes,1.61,5,UPS,Route 31,65046fa2fc13ae02b6fd5afa,1000
Phone,Retailer 1,yes,1.82,5,FedX,Route 31,65046fa2fc13ae02b6fd5afb,600
Laptop,Retailer 6,yes,2.36,3,UPS,Route 35,65046fa2fc13ae02b6fd5afc,1100
Tablet,Retailer 6,yes,1.92,5,UPS,Route 31,65046fa2fc13ae02b6fd5afd,820
Phone,Retailer 3,yes,1.73,4,FedX,Route 34,65046fa2fc13ae02b6fd5afe,650
Laptop,Retailer 3,no,0.61,1,UPS,Route 34,65046fa2fc13ae02b6fd5aff,1200
Tablet,Retailer 6,yes,2.61,5,UPS,Route 36,65046fa2fc13ae02b6fd5b00,820
Phone,Retailer 1,yes,0.62,2,UPS,Route 32,65046fa2fc13ae02b6fd5b01,600
Laptop,Retailer 5,yes,0.23,1,FedX,Route 34,65046fa2fc13ae02b6fd5b02,1000
Tablet,Retailer 4,yes,1.75,5,UPS,Route 33,65046fa2fc13ae02b6fd5b03,1000
Phone,Retailer 6,yes,1.84,2,UPS,Route 36,65046fa2fc13ae02b6fd5b04,590
Laptop,Retailer 3,yes,1.73,4,FedX,Route 31,65046fa2fc13ae02b6fd5b05,1200
Tablet,Retailer 2,yes,2.24,4,UPS,Route 31,65046fa2fc13ae02b6fd5b06,800
Phone,Retailer 4,yes,2.14,2,FedX,Route 31,65046fa2fc13ae02b6fd5b07,700
Laptop,Retailer 6,yes,2.71,5,UPS,Route 32,65046fa2fc13ae02b6fd5b08,1100
Tablet,Retailer 4,yes,2.46,1,UPS,Route 32,65046fa2fc13ae02b6fd5b09,1000
Phone,Retailer 4,yes,2.15,2,FedX,Route 32,65046fa2fc13ae02b6fd5b0a,700
Laptop,Retailer 2,yes,1.13,4,UPS,Route 33,65046fa2fc13ae02b6fd5b0b,1000
Tablet,Retailer 2,yes,2.21,4,FedX,Route 31,65046fa2fc13ae02b6fd5b0c,800
Phone,Retailer 5,yes,1.96,3,FedX,Route 32,65046fa2fc13ae02b6fd5b0d,600
Laptop,Retailer 2,yes,1.45,2,FedX,Route 32,65046fa2fc13ae02b6fd5b0e,1000
Tablet,Retailer 6,yes,2.82,1,FedX,Route 32,65046fa2fc13ae02b6fd5b0f,820
Phone,Retailer 2,yes,0.87,5,FedX,Route 31,65046fa2fc13ae02b6fd5b10,620
Laptop,Retailer 4,yes,2.69,4,UPS,Route 35,65046fa2fc13ae02b6fd5b11,1400
Tablet,Retailer 4,yes,0.82,3,FedX,Route 32,65046fa2fc13ae02b6fd5b12,1000
Phone,Retailer 1,yes,0.51,5,UPS,Route 35,65046fa2fc13ae02b6fd5b13,600
Laptop,Retailer 5,yes,2.78,3,UPS,Route 36,65046fa2fc13ae02b6fd5b14,1000
Tablet,Retailer 3,yes,0.07,2,UPS,Route 32,65046fa2fc13ae02b6fd5b15,700
Phone,Retailer 5,yes,2.18,5,UPS,Route 31,65046fa2fc13ae02b6fd5b16,600
Laptop,Retailer 1,yes,2.54,4,UPS,Route 36,65046fa2fc13ae02b6fd5b17,1070
Tablet,Retailer 2,yes,1.0,1,FedX,Route 34,65046fa2fc13ae02b6fd5b18,800
Phone,Retailer 4,yes,0.9,1,UPS,Route 34,65046fa2fc13ae02b6fd5b19,700
Laptop,Retailer 6,yes,2.87,2,FedX,Route 34,65046fa2fc13ae02b6fd5b1a,1100
Tablet,Retailer 5,yes,2.75,5,UPS,Route 33,65046fa2fc13ae02b6fd5b1b,650
Phone,Retailer 6,yes,2.0,4,UPS,Route 31,65046fa2fc13ae02b6fd5b1c,590
Laptop,Retailer 3,yes,2.82,1,FedX,Route 33,65046fa2fc13ae02b6fd5b1d,1200
Tablet,Retailer 4,yes,0.71,2,FedX,Route 36,65046fa2fc13ae02b6fd5b1e,1000
Phone,Retailer 2,yes,1.92,3,FedX,Route 35,65046fa2fc13ae02b6fd5b1f,620
Laptop,Retailer 2,yes,2.66,3,FedX,Route 32,65046fa2fc13ae02b6fd5b20,1000
Tablet,Retailer 1,yes,1.03,5,UPS,Route 35,65046fa2fc13ae02b6fd5b21,800
Phone,Retailer 5,yes,0.79,2,FedX,Route 34,65046fa2fc13ae02b6fd5b22,600
Laptop,Retailer 5,yes,1.69,1,UPS,Route 33,65046fa2fc13ae02b6fd5b23,1000
Tablet,Retailer 1,yes,0.39,5,UPS,Route 36,65046fa2fc13ae02b6fd5b24,800
Phone,Retailer 6,yes,0.03,1,FedX,Route 33,65046fa2fc13ae02b6fd5b25,590
Laptop,Retailer 1,yes,1.05,3,UPS,Route 36,65046fa2fc13ae02b6fd5b26,1070
Tablet,Retailer 6,yes,2.16,5,FedX,Route 35,65046fa2fc13ae02b6fd5b27,820
Phone,Retailer 5,yes,2.74,1,UPS,Route 33,65046fa2fc13ae02b6fd5b28,600
Laptop,Retailer 2,yes,1.81,4,UPS,Route 31,65046fa2fc13ae02b6fd5b29,1000
Tablet,Retailer 1,yes,0.55,3,FedX,Route 34,65046fa2fc13ae02b6fd5b2a,800
Phone,Retailer 2,yes,0.89,3,FedX,Route 35,65046fa2fc13ae02b6fd5b2b,620
Laptop,Retailer 1,yes,0.07,2,FedX,Route 35,65046fa2fc13ae02b6fd5b2c,1070
Tablet,Retailer 5,yes,2.72,4,UPS,Route 33,65046fa2fc13ae02b6fd5b2d,650
Phone,Retailer 4,yes,0.02,5,FedX,Route 33,65046fa2fc13ae02b6fd5b2e,700
Laptop,Retailer 4,yes,1.05,1,UPS,Route 31,65046fa2fc13ae02b6fd5b2f,1400
Tablet,Retailer 5,yes,0.97,5,FedX,Route 35,65046fa2fc13ae02b6fd5b30,650
Phone,Retailer 2,yes,1.14,5,UPS,Route 35,65046fa2fc13ae02b6fd5b31,620
Laptop,Retailer 5,yes,2.25,3,UPS,Route 34,65046fa2fc13ae02b6fd5b32,1000
Tablet,Retailer 2,yes,2.12,1,UPS,Route 34,65046fa2fc13ae02b6fd5b33,800
Phone,Retailer 2,yes,2.38,4,FedX,Route 31,65046fa2fc13ae02b6fd5b34,620
Laptop,Retailer 3,yes,0.88,1,FedX,Route 34,65046fa2fc13ae02b6fd5b35,1200
Tablet,Retailer 2,yes,1.88,2,FedX,Route 33,65046fa2fc13ae02b6fd5b36,800
Phone,Retailer 5,yes,0.19,1,FedX,Route 32,65046fa2fc13ae02b6fd5b37,600
Laptop,Retailer 6,yes,1.42,3,UPS,Route 34,65046fa2fc13ae02b6fd5b38,1100
Tablet,Retailer 5,yes,1.44,5,UPS,Route 36,65046fa2fc13ae02b6fd5b39,650
Phone,Retailer 6,yes,0.13,4,UPS,Route 33,65046fa2fc13ae02b6fd5b3a,590
Laptop,Retailer 4,yes,1.11,1,FedX,Route 31,65046fa2fc13ae02b6fd5b3b,1400
Tablet,Retailer 1,yes,0.01,1,UPS,Route 33,65046fa2fc13ae02b6fd5b3c,800
Phone,Retailer 4,yes,1.08,3,FedX,Route 36,65046fa2fc13ae02b6fd5b3d,700
Laptop,Retailer 4,yes,1.57,4,UPS,Route 32,65046fa2fc13ae02b6fd5b3e,1400
Tablet,Retailer 3,yes,1.52,2,FedX,Route 35,65046fa2fc13ae02b6fd5b3f,700
Phone,Retailer 6,no,2.59,4,FedX,Route 35,65046fa2fc13ae02b6fd5b40,590
Laptop,Retailer 1,yes,1.43,4,FedX,Route 33,65046fa2fc13ae02b6fd5b41,1070
Tablet,Retailer 1,yes,1.37,4,UPS,Route 31,65046fa2fc13ae02b6fd5b42,800
Phone,Retailer 1,yes,0.85,5,FedX,Route 32,65046fa2fc13ae02b6fd5b43,600
Laptop,Retailer 2,yes,1.99,3,UPS,Route 31,65046fa2fc13ae02b6fd5b44,1000
Tablet,Retailer 1,yes,0.85,3,FedX,Route 32,65046fa2fc13ae02b6fd5b45,800
Phone,Retailer 6,yes,2.96,3,UPS,Route 31,65046fa2fc13ae02b6fd5b46,590
Laptop,Retailer 1,yes,2.75,1,UPS,Route 36,65046fa2fc13ae02b6fd5b47,1070
Tablet,Retailer 4,yes,0.99,5,UPS,Route 31,65046fa2fc13ae02b6fd5b48,1000
Phone,Retailer 5,yes,2.99,1,UPS,Route 36,65046fa2fc13ae02b6fd5b49,600
Laptop,Retailer 6,yes,1.79,2,UPS,Route 35,65046fa2fc13ae02b6fd5b4a,1100
Tablet,Retailer 2,yes,2.34,3,FedX,Route 35,65046fa2fc13ae02b6fd5b4b,800
Phone,Retailer 1,yes,1.59,2,UPS,Route 33,65046fa2fc13ae02b6fd5b4c,600
Laptop,Retailer 6,yes,0.49,3,FedX,Route 32,65046fa2fc13ae02b6fd5b4d,1100
Tablet,Retailer 5,yes,0.55,1,UPS,Route 35,65046fa2fc13ae02b6fd5b4e,650
Phone,Retailer 3,no,0.94,5,UPS,Route 31,65046fa2fc13ae02b6fd5b4f,650
Laptop,Retailer 1,yes,1.32,1,UPS,Route 36,65046fa2fc13ae02b6fd5b50,1070
Tablet,Retailer 5,yes,2.58,3,UPS,Route 31,65046fa2fc13ae02b6fd5b51,650
Phone,Retailer 2,yes,2.91,4,FedX,Route 35,65046fa2fc13ae02b6fd5b52,620
Laptop,Retailer 3,yes,0.77,3,UPS,Route 31,65046fa2fc13ae02b6fd5b53,1200
Tablet,Retailer 3,yes,0.08,5,FedX,Route 35,65046fa2fc13ae02b6fd5b54,700
Phone,Retailer 5,yes,2.63,1,FedX,Route 35,65046fa2fc13ae02b6fd5b55,600
Laptop,Retailer 6,yes,1.34,5,UPS,Route 36,65046fa2fc13ae02b6fd5b56,1100
Tablet,Retailer 4,yes,1.83,5,UPS,Route 31,65046fa2fc13ae02b6fd5b57,1000
Phone,Retailer 2,yes,1.53,3,FedX,Route 35,65046fa2fc13ae02b6fd5b58,620
Laptop,Retailer 3,yes,2.53,3,UPS,Route 32,65046fa2fc13ae02b6fd5b59,1200
Tablet,Retailer 5,yes,1.35,5,FedX,Route 34,65046fa2fc13ae02b6fd5b5a,650
Phone,Retailer 4,yes,0.2,1,FedX,Route 35,65046fa2fc13ae02b6fd5b5b,700
Laptop,Retailer 6,yes,0.96,5,FedX,Route 32,65046fa2fc13ae02b6fd5b5c,1100
Tablet,Retailer 2,yes,1.38,5,UPS,Route 36,65046fa2fc13ae02b6fd5b5d,800
Phone,Retailer 6,yes,2.3,3,FedX,Route 32,65046fa2fc13ae02b6fd5b5e,590
Laptop,Retailer 6,yes,0.95,1,UPS,Route 36,65046fa2fc13ae02b6fd5b5f,1100
Tablet,Retailer 1,yes,0.34,2,UPS,Route 31,65046fa2fc13ae02b6fd5b60,800
Phone,Retailer 5,yes,1.88,2,UPS,Route 32,65046fa2fc13ae02b6fd5b61,600
Laptop,Retailer 6,yes,0.1,2,FedX,Route 35,65046fa2fc13ae02b6fd5b62,1100
Tablet,Retailer 5,yes,1.16,3,FedX,Route 35,65046fa2fc13ae02b6fd5b63,650
Phone,Retailer 3,yes,2.4,3,FedX,Route 31,65046fa2fc13ae02b6fd5b64,650
Laptop,Retailer 4,yes,2.77,4,UPS,Route 32,65046fa2fc13ae02b6fd5b65,1400
Tablet,Retailer 2,yes,1.79,3,FedX,Route 36,65046fa2fc13ae02b6fd5b66,800
Phone,Retailer 3,yes,0.41,3,FedX,Route 34,65046fa2fc13ae02b6fd5b67,650
Laptop,Retailer 1,yes,0.14,3,FedX,Route 35,65046fa2fc13ae02b6fd5b68,1070
Tablet,Retailer 1,yes,0.32,1,UPS,Route 34,65046fa2fc13ae02b6fd5b69,800
Phone,Retailer 1,yes,1.63,1,UPS,Route 35,65046fa2fc13ae02b6fd5b6a,600
Laptop,Retailer 6,yes,2.75,5,UPS,Route 35,65046fa2fc13ae02b6fd5b6b,1100
Tablet,Retailer 2,yes,0.53,2,FedX,Route 35,65046fa2fc13ae02b6fd5b6c,800
Phone,Retailer 2,yes,1.81,5,UPS,Route 31,65046fa2fc13ae02b6fd5b6d,620
Laptop,Retailer 4,yes,2.84,5,UPS,Route 31,65046fa2fc13ae02b6fd5b6e,1400
Tablet,Retailer 3,yes,0.91,1,FedX,Route 31,65046fa2fc13ae02b6fd5b6f,700
Phone,Retailer 4,yes,2.66,4,UPS,Route 36,65046fa2fc13ae02b6fd5b70,700
Laptop,Retailer 6,yes,1.0,2,UPS,Route 35,65046fa2fc13ae02b6fd5b71,1100
Tablet,Retailer 2,yes,2.61,3,FedX,Route 32,65046fa2fc13ae02b6fd5b72,800
Phone,Retailer 5,yes,0.54,4,UPS,Route 35,65046fa2fc13ae02b6fd5b73,600
Laptop,Retailer 1,yes,1.51,4,FedX,Route 34,65046fa2fc13ae02b6fd5b74,1070
Tablet,Retailer 4,yes,0.1,3,UPS,Route 32,65046fa2fc13ae02b6fd5b75,1000
Phone,Retailer 1,yes,1.4,1,FedX,Route 34,65046fa2fc13ae02b6fd5b76,600
Laptop,Retailer 5,yes,1.04,1,FedX,Route 36,65046fa2fc13ae02b6fd5b77,1000
Tablet,Retailer 6,yes,2.53,3,FedX,Route 36,65046fa2fc13ae02b6fd5b78,820
Phone,Retailer 6,yes,0.64,1,UPS,Route 31,65046fa2fc13ae02b6fd5b79,590
Laptop,Retailer 6,yes,2.7,4,UPS,Route 36,65046fa2fc13ae02b6fd5b7a,1100
Tablet,Retailer 4,yes,2.97,1,UPS,Route 36,65046fa2fc13ae02b6fd5b7b,1000
Phone,Retailer 4,yes,0.23,1,FedX,Route 36,65046fa2fc13ae02b6fd5b7c,700
Laptop,Retailer 6,yes,2.85,1,FedX,Route 33,65046fa2fc13ae02b6fd5b7d,1100
Tablet,Retailer 4,yes,1.87,3,UPS,Route 35,65046fa2fc13ae02b6fd5b7e,1000
Phone,Retailer 2,yes,1.65,1,UPS,Route 33,65046fa2fc13ae02b6fd5b7f,620
Laptop,Retailer 6,yes,2.89,4,UPS,Route 34,65046fa2fc13ae02b6fd5b80,1100
Tablet,Retailer 2,yes,2.64,1,UPS,Route 35,65046fa2fc13ae02b6fd5b81,800
Phone,Retailer 6,yes,0.6,4,FedX,Route 33,65046fa2fc13ae02b6fd5b82,590
Laptop,Retailer 2,yes,1.91,4,FedX,Route 34,65046fa2fc13ae02b6fd5b83,1000
Tablet,Retailer 3,yes,2.11,4,FedX,Route 32,65046fa2fc13ae02b6fd5b84,700
Phone,Retailer 1,yes,0.54,1,FedX,Route 33,65046fa2fc13ae02b6fd5b85,600
Laptop,Retailer 3,yes,2.27,3,FedX,Route 33,65046fa2fc13ae02b6fd5b86,1200
Tablet,Retailer 1,yes,0.3,3,FedX,Route 34,65046fa2fc13ae02b6fd5b87,800
Phone,Retailer 5,yes,1.03,3,FedX,Route 34,65046fa2fc13ae02b6fd5b88,600
Laptop,Retailer 5,yes,0.27,4,FedX,Route 34,65046fa2fc13ae02b6fd5b89,1000
Tablet,Retailer 6,yes,0.55,4,UPS,Route 35,65046fa2fc13ae02b6fd5b8a,820
Phone,Retailer 1,yes,2.44,3,FedX,Route 33,65046fa2fc13ae02b6fd5b8b,600
Laptop,Retailer 4,yes,2.19,3,FedX,Route 34,65046fa2fc13ae02b6fd5b8c,1400
Tablet,Retailer 1,yes,2.69,3,UPS,Route 34,65046fa2fc13ae02b6fd5b8d,800
Phone,Retailer 5,yes,1.3,2,FedX,Route 33,65046fa2fc13ae02b6fd5b8e,600
Laptop,Retailer 3,yes,1.3,2,FedX,Route 34,65046fa2fc13ae02b6fd5b8f,1200
Tablet,Retailer 5,no,1.03,4,FedX,Route 36,65046fa2fc13ae02b6fd5b90,650
Phone,Retailer 4,yes,0.79,3,FedX,Route 35,65046fa2fc13ae02b6fd5b91,700
Laptop,Retailer 2,no,0.72,2,UPS,Route 31,65046fa2fc13ae02b6fd5b92,1000
Tablet,Retailer 5,yes,1.9,2,FedX,Route 36,65046fa2fc13ae02b6fd5b93,650
Phone,Retailer 2,yes,0.51,5,UPS,Route 36,65046fa2fc13ae02b6fd5b94,620
Laptop,Retailer 5,yes,1.95,3,UPS,Route 33,65046fa2fc13ae02b6fd5b95,1000
Tablet,Retailer 2,yes,1.36,1,FedX,Route 34,65046fa2fc13ae02b6fd5b96,800
Phone,Retailer 6,yes,2.35,3,FedX,Route 31,65046fa2fc13ae02b6fd5b97,590
Laptop,Retailer 2,yes,2.29,1,UPS,Route 36,65046fa2fc13ae02b6fd5b98,1000
Tablet,Retailer 1,yes,2.19,5,UPS,Route 31,65046fa2fc13ae02b6fd5b99,800
Phone,Retailer 3,yes,1.87,3,UPS,Route 35,65046fa2fc13ae02b6fd5b9a,650
Laptop,Retailer 1,yes,1.43,1,FedX,Route 36,65046fa2fc13ae02b6fd5b9b,1070
Tablet,Retailer 3,yes,1.11,3,UPS,Route 33,65046fa2fc13ae02b6fd5b9c,700
Phone,Retailer 1,yes,1.04,1,FedX,Route 34,65046fa2fc13ae02b6fd5b9d,600
Laptop,Retailer 4,yes,0.42,1,FedX,Route 33,65046fa2fc13ae02b6fd5b9e,1400
Tablet,Retailer 3,yes,1.0,1,FedX,Route 31,65046fa2fc13ae02b6fd5b9f,700
Phone,Retailer 1,yes,2.73,4,FedX,Route 33,65046fa2fc13ae02b6fd5ba0,600
Laptop,Retailer 5,yes,1.6,1,UPS,Route 33,65046fa2fc13ae02b6fd5ba1,1000
Tablet,Retailer 5,yes,0.83,5,FedX,Route 32,65046fa2fc13ae02b6fd5ba2,650
Phone,Retailer 1,yes,1.28,1,FedX,Route 34,65046fa2fc13ae02b6fd5ba3,600
Laptop,Retailer 4,yes,2.08,3,UPS,Route 33,65046fa2fc13ae02b6fd5ba4,1400
Tablet,Retailer 3,yes,0.25,5,UPS,Route 36,65046fa2fc13ae02b6fd5ba5,700
Phone,Retailer 1,yes,2.45,1,UPS,Route 33,65046fa2fc13ae02b6fd5ba6,600
Laptop,Retailer 5,yes,0.39,3,UPS,Route 32,65046fa2fc13ae02b6fd5ba7,1000
Tablet,Retailer 3,yes,1.84,1,FedX,Route 35,65046fa2fc13ae02b6fd5ba8,700
Phone,Retailer 3,yes,0.78,5,UPS,Route 33,65046fa2fc13ae02b6fd5ba9,650
Laptop,Retailer 1,yes,0.01,3,UPS,Route 33,65046fa2fc13ae02b6fd5baa,1070
Tablet,Retailer 6,yes,0.45,3,FedX,Route 31,65046fa2fc13ae02b6fd5bab,820
Phone,Retailer 1,yes,1.21,3,UPS,Route 34,65046fa2fc13ae02b6fd5bac,600
Laptop,Retailer 3,yes,0.45,5,FedX,Route 36,65046fa2fc13ae02b6fd5bad,1200
Tablet,Retailer 6,yes,0.37,1,UPS,Route 33,65046fa2fc13ae02b6fd5bae,820
Phone,Retailer 5,yes,2.57,5,UPS,Route 36,65046fa2fc13ae02b6fd5baf,600
Laptop,Retailer 5,yes,1.24,4,FedX,Route 32,65046fa2fc13ae02b6fd5bb0,1000
Tablet,Retailer 2,yes,2.53,5,FedX,Route 32,65046fa2fc13ae02b6fd5bb1,800
Phone,Retailer 2,yes,0.75,3,UPS,Route 36,65046fa2fc13ae02b6fd5bb2,620
Laptop,Retailer 5,yes,1.68,3,UPS,Route 34,65046fa2fc13ae02b6fd5bb3,1000
Tablet,Retailer 3,yes,0.89,5,UPS,Route 31,65046fa2fc13ae02b6fd5bb4,700
Phone,Retailer 3,yes,0.42,1,UPS,Route 33,65046fa2fc13ae02b6fd5bb5,650
Laptop,Retailer 6,yes,2.29,1,FedX,Route 36,65046fa2fc13ae02b6fd5bb6,1100
Tablet,Retailer 4,yes,1.81,3,UPS,Route 34,65046fa2fc13ae02b6fd5bb7,1000
Phone,Retailer 1,yes,0.24,3,FedX,Route 34,65046fa2fc13ae02b6fd5bb8,600
Laptop,Retailer 1,yes,1.49,2,FedX,Route 35,65046fa2fc13ae02b6fd5bb9,1070
Tablet,Retailer 2,yes,2.13,2,FedX,Route 31,65046fa2fc13ae02b6fd5bba,800
Phone,Retailer 1,yes,0.1,1,UPS,Route 33,65046fa2fc13ae02b6fd5bbb,600
Laptop,Retailer 3,yes,1.56,1,FedX,Route 32,65046fa2fc13ae02b6fd5bbc,1200
Tablet,Retailer 4,yes,2.62,4,UPS,Route 31,65046fa2fc13ae02b6fd5bbd,1000
Phone,Retailer 4,yes,2.63,4,UPS,Route 31,65046fa2fc13ae02b6fd5bbe,700
Laptop,Retailer 6,yes,0.95,4,UPS,Route 35,65046fa2fc13ae02b6fd5bbf,1100
Tablet,Retailer 1,yes,1.39,1,FedX,Route 34,65046fa2fc13ae02b6fd5bc0,800
Phone,Retailer 1,yes,1.32,2,UPS,Route 33,65046fa2fc13ae02b6fd5bc1,600
Laptop,Retailer 2,yes,1.21,5,UPS,Route 32,65046fa2fc13ae02b6fd5bc2,1000
Tablet,Retailer 4,yes,2.36,5,FedX,Route 31,65046fa2fc13ae02b6fd5bc3,1000
Phone,Retailer 1,yes,0.93,4,UPS,Route 35,65046fa2fc13ae02b6fd5bc4,600
Laptop,Retailer 2,yes,2.3,1,FedX,Route 31,65046fa2fc13ae02b6fd5bc5,1000
Tablet,Retailer 3,yes,1.58,2,UPS,Route 33,65046fa2fc13ae02b6fd5bc6,700
Phone,Retailer 6,yes,1.55,1,FedX,Route 35,65046fa2fc13ae02b6fd5bc7,590
Laptop,Retailer 3,yes,1.04,2,UPS,Route 33,65046fa2fc13ae02b6fd5bc8,1200
Tablet,Retailer 3,yes,1.84,2,UPS,Route 31,65046fa2fc13ae02b6fd5bc9,700
Phone,Retailer 1,yes,1.42,1,FedX,Route 31,65046fa2fc13ae02b6fd5bca,600
Laptop,Retailer 4,yes,0.04,5,UPS,Route 33,65046fa2fc13ae02b6fd5bcb,1400
Tablet,Retailer 1,yes,0.99,5,FedX,Route 35,65046fa2fc13ae02b6fd5bcc,800
Phone,Retailer 1,yes,2.69,2,UPS,Route 31,65046fa2fc13ae02b6fd5bcd,600
Laptop,Retailer 6,yes,1.27,1,UPS,Route 35,65046fa2fc13ae02b6fd5bce,1100
Tablet,Retailer 2,yes,0.13,5,UPS,Route 36,65046fa2fc13ae02b6fd5bcf,800
Phone,Retailer 5,yes,2.89,1,FedX,Route 31,65046fa2fc13ae02b6fd5bd0,600
Laptop,Retailer 5,yes,0.86,1,FedX,Route 31,65046fa2fc13ae02b6fd5bd1,1000
Tablet,Retailer 5,yes,0.91,2,FedX,Route 35,65046fa2fc13ae02b6fd5bd2,650
